Name,Team Name,Position,Age,Season,FIFA rating,Injury,Date of Injury,Date of return,Match1_before_injury_Result,Match1_before_injury_Opposition,Match1_before_injury_GD,Match1_before_injury_Player_rating,Match2_before_injury_Result,Match2_before_injury_Opposition,Match2_before_injury_GD,Match2_before_injury_Player_rating,Match3_before_injury_Result,Match3_before_injury_Opposition,Match3_before_injury_GD,Match3_before_injury_Player_rating,Match1_missed_match_Result,Match1_missed_match_Opposition,Match1_missed_match_GD,Match2_missed_match_Result,Match2_missed_match_Opposition,Match2_missed_match_GD,Match3_missed_match_Result,Match3_missed_match_Opposition,Match3_missed_match_GD,Match1_after_injury_Result,Match1_after_injury_Opposition,Match1_after_injury_GD,Match1_after_injury_Player_rating,Match2_after_injury_Result,Match2_after_injury_Opposition,Match2_after_injury_GD,Match2_after_injury_Player_rating,Match3_after_injury_Result,Match3_after_injury_Opposition,Match3_after_injury_GD,Match3_after_injury_Player_rating,Injury_Duration,Injury_Severity,Avg_Rating_Before_Injury,Avg_Rating_After_Return,Performance_Impact,Form_Before_Injury,Form_After_Return,Form_Impact,Total_Injuries,Unique_Injury_Types,Avg_Injury_Duration,Total_Days_Injured,Injury_Duration_Std,Severe_Injuries,Injury_Frequency,Pre_Injury_GD_Trend,Pre_Injury_GD_Volatility,Team_Performance_During_Absence,Recent_Opposition_Strength,Age_Risk_Score,Position_Risk_Score,History_Risk_Score,Overall_Risk_Score,Club
Takehiro Tomiyasu,Arsenal,Right Back,25,2023/24,78,Calf injury,2023-12-03,2024-03-20,win,Burnley,2.0,6.7,win,Brentford,1.0,7.4,win,Wolves,1.0,7.1,win,Luton Town,1.0,lose,Aston Villa,-1.0,win,Brighton,2.0,draw,Man City,0,6.5,win,Luton Town,2,6.2,win,Brighton,3,5.9,108.0,Severe,7.066666666666667,6.2,-0.8666666666666671,3.0,2.333333333333333,-0.6666666666666665,4,3,71.75,287.0,45.69737410398982,2,5.069444444444444,1.3333333333333333,0.5773502691896257,0.6666666666666666,1,0.3333333333333333,0.7,0.3720833333333333,0.4443749999999999,
Oleksandr Zinchenko,Arsenal,Left Back,27,2023/24,80,Calf problems,2023-12-30,2024-01-18,win,Brighton,2.0,7.8,draw,Liverpool,0.0,6.8,lose,West Ham,-2.0,6.5,lose,Fulham,-1.0,N.A.,N.A.,,N.A.,N.A.,,win,Crystal Palace,5,7.8,win,Nottm Forest,1,8.0,win,Liverpool,2,6.0,19.0,Moderate,7.033333333333334,7.266666666666667,0.2333333333333325,1.3333333333333333,3.0,1.6666666666666667,4,4,48.0,192.0,45.65084884205331,2,7.564766839378239,0.0,2.0,-1.0,3,0.4666666666666667,0.7,0.4469430051813471,0.5151381692573402,Manchester City
Gabriel Jesus,Arsenal,Center Forward,27,2023/24,82,Hamstring injury,2023-10-24,2023-11-19,win,Bournemouth,4.0,6.7,win,Man City,1.0,6.5,draw,Chelsea,0.0,5.7,win,Sheffield,5.0,lose,Newcastle,-1.0,win,Burnley,2.0,win,Brentford,1,6.4,win,Wolves,1,5.9,win,Luton Town,1,8.6,26.0,Major,6.3,6.966666666666666,0.6666666666666661,2.333333333333333,3.0,0.6666666666666665,3,2,46.0,138.0,46.35730794599704,1,7.8776978417266195,1.6666666666666667,2.0816659994661326,2.0,2,0.4666666666666667,0.6,0.3863309352517985,0.459832134292566,Manchester City
Gabriel Jesus,Arsenal,Center Forward,27,2023/24,82,Knee injury,2024-01-05,2024-01-18,lose,Fulham,-1.0,6.0,win,Crystal Palace,5.0,7.5,win,Nottm Forest,1.0,7.9,win,Liverpool,2.0,win,West Ham,6.0,win,Burnley,5.0,win,Sheffield,6,6.0,win,Brentford,1,6.0,draw,Man City,0,6.6,13.0,Moderate,7.133333333333333,6.2,-0.9333333333333328,2.0,2.333333333333333,0.3333333333333335,3,2,46.0,138.0,46.35730794599704,1,7.8776978417266195,1.6666666666666667,3.055050463303893,4.333333333333333,2,0.4666666666666667,0.6,0.3863309352517985,0.459832134292566,Manchester City
Tyrone Mings,Aston Villa,Center Back,28,2019/20,75,Muscle strain,2019-12-09,2019-12-31,lose,Leicester,-4.0,5.3,lose,Chelsea,1.0,5.7,draw,Man United,0.0,6.8,win,Norwich City,1.0,lose,Southampton,-2.0,lose,Sheffield,-2.0,win,Burnley,1,6.7,lose,Man City,-5,4.8,draw,Brighton,0,6.7,22.0,Major,5.933333333333334,6.066666666666666,0.1333333333333328,0.3333333333333333,1.3333333333333333,1.0,1,1,22.0,22.0,,0,15.869565217391305,-1.0,2.6457513110645907,-1.0,3,0.5333333333333333,0.8,0.5160869565217392,0.591376811594203,
Jed Steer,Aston Villa,Goalkeeper,27,2019/20,70,Calf injury,2019-11-11,2020-06-15,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,win,Newcastle,2.0,draw,Man United,0.0,lose,Chelsea,-1.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,217.0,Severe,,,,,,,1,1,217.0,217.0,,1,1.6743119266055049,,,0.3333333333333333,2,0.4666666666666667,0.2,0.1202293577981651,0.2267813455657492,
Anwar El Ghazi,Aston Villa,Right Winger,24,2019/20,75,Knee injury,2019-12-02,2019-12-07,draw,Man United,0.0,5.8,win,Newcastle,2.0,7.0,win,Wolves,1.0,6.2,lose,Chelsea,-1.0,N.A.,N.A.,,N.A.,N.A.,,lose,Sheffield,2,5.6,lose,Southampton,-2,5.8,win,Norwich City,1,6.2,5.0,Minor,6.333333333333333,5.866666666666666,-0.4666666666666668,2.333333333333333,1.0,-1.3333333333333337,1,1,5.0,5.0,,0,60.83333333333333,1.0,1.0,-1.0,4,0.2666666666666666,0.5,1.8649999999999995,1.1241666666666663,
Matt Targett,Aston Villa,Left Back,24,2019/20,75,Muscle strain,2020-06-28,2020-07-11,lose,Wolves,-1.0,6.3,draw,Newcastle,0.0,6.6,lose,Chelsea,-1.0,7.1,lose,Liverpool,-2.0,lose,Man United,-3.0,N.A.,N.A.,,draw,Everton,0,6.6,win,Arsenal,1,6.7,draw,West Ham,0,6.0,13.0,Moderate,6.666666666666667,6.433333333333334,-0.2333333333333334,0.3333333333333333,1.6666666666666667,1.3333333333333337,3,2,18.666666666666668,56.0,6.6583281184793925,0,19.210526315789476,-0.6666666666666666,0.5773502691896258,-2.5,3,0.2666666666666666,0.7,0.6963157894736842,0.5898245614035087,Southampton FC
Matt Targett,Aston Villa,Left Back,24,2019/20,75,Hamstring injury,2019-12-31,2020-01-17,lose,Southampton,-2.0,6.0,lose,Watford,-3.0,6.7,win,Norwich City,1.0,6.2,win,Burnley,1.0,lose,Man City,-5.0,N.A.,N.A.,,lose,Southampton,-2,6.4,draw,Brighton,0,6.7,win,Watford,1,6.8,17.0,Moderate,6.3,6.633333333333334,0.3333333333333339,1.0,1.3333333333333333,0.3333333333333332,3,2,18.666666666666668,56.0,6.6583281184793925,0,19.210526315789476,-1.3333333333333333,2.0816659994661326,-2.0,2,0.2666666666666666,0.7,0.6963157894736842,0.5898245614035087,Southampton FC
Matt Targett,Aston Villa,Left Back,24,2019/20,75,Hamstring injury,2019-08-29,2019-09-24,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,lose,Crystal Palace,-1.0,draw,West Ham,0.0,win,Arsenal,-1.0,draw,Burnley,0,6.9,win,Norwich City,4,6.8,win,Brighton,1,8.7,26.0,Major,,7.466666666666666,,,2.333333333333333,,3,2,18.666666666666668,56.0,6.6583281184793925,0,19.210526315789476,,,-0.6666666666666666,2,0.2666666666666666,0.7,0.6963157894736842,0.5898245614035087,Southampton FC
Jack Grealish,Aston Villa,Left Winger,24,2019/20,80,Calf injury,2019-10-27,2019-11-24,lose,Man City,-3.0,5.8,win,Brighton,1.0,9.5,win,Norwich City,4.0,8.2,lose,Liverpool,-1.0,lose,Wolves,-1.0,N.A.,N.A.,,win,Newcastle,2,8.6,draw,Man United,0,7.8,lose,Chelsea,-1,6.5,28.0,Major,7.833333333333333,7.633333333333333,-0.2000000000000001,2.0,1.3333333333333333,-0.6666666666666667,1,1,28.0,28.0,,0,12.586206896551724,0.6666666666666666,3.511884584284246,-1.0,5,0.2666666666666666,0.5,0.4175862068965517,0.4004597701149425,
Neil Taylor,Aston Villa,Left Back,31,2019/20,70,Hamstring injury,2020-07-13,2020-07-25,draw,West Ham,0.0,6.7,lose,Man United,-3.0,6.3,lose,Liverpool,-2.0,7.1,win,Crystal Palace,2.0,draw,Everton,0.0,win,Arsenal,1.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,12.0,Moderate,6.7,,,0.3333333333333333,,,1,1,12.0,12.0,,0,28.07692307692308,-1.6666666666666667,1.5275252316519463,1.0,3,0.7333333333333333,0.7,0.8823076923076923,0.7994871794871794,
Björn Engels,Aston Villa,Center Back,25,2019/20,76,Groin injury,2019-11-03,2019-11-30,lose,Liverpool,-1.0,5.8,lose,Man City,-3.0,4.7,win,Brighton,1.0,6.1,lose,Wolves,-1.0,win,Newcastle,2.0,draw,Man United,0.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,lose,Leicester,-3,5.5,27.0,Major,5.533333333333334,5.5,-0.0333333333333341,1.0,0.0,-1.0,1,1,27.0,27.0,,0,13.035714285714285,-1.0,2.0,0.3333333333333333,5,0.3333333333333333,0.8,0.4310714285714285,0.4988690476190476,Stade Reims
Tom Heaton,Aston Villa,Goalkeeper,34,2019/20,83,Cruciate ligament injury,2020-01-01,2020-11-07,lose,Watford,-3.0,5.9,win,Norwich City,1.0,7.8,lose,Southampton,-2.0,6.3,win,Burnley,1.0,lose,Man City,-5.0,draw,Brighton,0.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,311.0,Severe,6.666666666666667,,,1.0,,,2,2,163.0,326.0,209.30360723121808,1,2.232415902140673,-1.3333333333333333,2.0816659994661326,-1.3333333333333333,2,0.9333333333333332,0.2,0.1769724770642202,0.3718195718654434,Burnley FC
Tom Heaton,Aston Villa,Goalkeeper,34,2019/20,83,Calf strain,2019-11-10,2019-11-25,lose,Liverpool,-1.0,6.0,win,Brighton,1.0,7.0,lose,Man City,-3.0,6.3,lose,Wolves,-1.0,N.A.,N.A.,,N.A.,N.A.,,win,Newcastle,2,7.8,draw,Man United,0,6.2,lose,Chelsea,-1,7.7,15.0,Moderate,6.433333333333334,7.233333333333333,0.7999999999999998,1.0,1.3333333333333333,0.3333333333333332,2,2,163.0,326.0,209.30360723121808,1,2.232415902140673,-1.0,2.0,-1.0,5,0.9333333333333332,0.2,0.1769724770642202,0.3718195718654434,Burnley FC
Matty Cash,Aston Villa,Right Back,24,2020/21,77,Hamstring injury,2021-02-18,,draw,Brighton,0.0,6.0,win,Arsenal,1.0,6.7,lose,West Ham,-2.0,5.5,lose,Leicester,-1.0,win,Leeds,-1.0,lose,Sheffield,-1.0,N.A.,N.A.,N.A.,,lose,Tottenham,-2,6.3,win,Fulham,2,6.2,,,6.066666666666666,6.25,0.1833333333333335,1.3333333333333333,1.5,0.1666666666666667,6,4,23.0,115.0,12.78671185254442,0,18.879310344827587,-0.3333333333333333,1.5275252316519468,-1.0,3,0.2666666666666666,0.7,0.8063793103448276,0.6448563218390804,
Ezri Konsa,Aston Villa,Center Back,23,2020/21,77,bruise,2020-12-13,2020-12-25,win,Wolves,1.0,6.4,lose,West Ham,-1.0,6.4,lose,Brighton,-1.0,7.3,draw,Burnley,0.0,win,West Brom,3.0,N.A.,N.A.,,win,Crystal Palace,3,6.0,draw,Chelsea,0,6.1,lose,Man United,-1,5.9,12.0,Moderate,6.7,6.0,-0.7000000000000002,1.0,1.3333333333333333,0.3333333333333332,3,2,31.33333333333333,94.0,22.479620400116488,0,11.526315789473683,-0.3333333333333333,1.1547005383792517,1.5,3,0.2,0.8,0.4657894736842106,0.4828947368421053,
Kortney Hause,Aston Villa,Center Back,25,2020/21,74,Ankle injury,2021-01-03,2021-04-05,N.A.,N.A.,,,draw,Chelsea,0.0,6.4,win,Crystal Palace,3.0,7.4,lose,Man City,-2.0,win,Newcastle,2.0,lose,Burnley,-1.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,92.0,Severe,6.9,,,2.0,,,1,1,92.0,92.0,,1,3.924731182795699,1.5,2.1213203435596424,-0.3333333333333333,2,0.3333333333333333,0.8,0.1877419354838709,0.3772043010752688,
Bertrand Traoré,Aston Villa,Right Winger,24,2020/21,76,Bruised ribs,2020-11-02,2020-11-20,lose,Southampton,-1.0,5.2,lose,Leeds,-3.0,5.6,N.A.,N.A.,,,win,Arsenal,3.0,N.A.,N.A.,,N.A.,N.A.,,lose,Brighton,-1,7.4,lose,West Ham,-1,6.2,win,Wolves,1,6.2,18.0,Moderate,5.4,6.6000000000000005,1.2000000000000002,0.0,1.0,1.0,1,1,18.0,18.0,,0,19.210526315789476,-2.0,1.4142135623730951,3.0,2,0.2666666666666666,0.5,0.6163157894736842,0.4998245614035087,Olympique Lyon
Douglas Luiz,Aston Villa,Central Midfielder,23,2020/21,76,Hamstring injury,2020-10-25,2020-11-25,lose,Leeds,-3.0,6.1,win,Leicester,1.0,6.5,win,Liverpool,5.0,6.2,lose,Brighton,-1.0,lose,Southampton,-1.0,win,Arsenal,3.0,lose,West Ham,-1,7.4,win,Wolves,-1,6.4,draw,Burnley,0,6.3,31.0,Major,6.266666666666667,6.7,0.4333333333333335,2.0,1.3333333333333333,-0.6666666666666667,1,1,31.0,31.0,,0,11.40625,1.0,4.0,0.3333333333333333,2,0.2,0.5,0.3821875,0.36609375,Girona FC
Mahmoud Trezeguet,Aston Villa,Left Winger,26,2020/21,75,Head injury,2020-12-01,2021-01-21,lose,West Ham,-1.0,6.4,lose,Brighton,-1.0,6.3,win,Arsenal,3.0,6.8,win,Wolves,-1.0,draw,Burnley,0.0,win,West Brom,3.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,lose,West Ham,-2,5.7,51.0,Major,6.5,5.7,-0.7999999999999998,1.0,0.0,-1.0,1,1,51.0,51.0,,0,7.01923076923077,0.3333333333333333,2.309401076758503,0.6666666666666666,3,0.4,0.5,0.2505769230769231,0.3502884615384615,
Morgan Sanson,Aston Villa,Central Midfielder,26,2020/21,77,Knee problems,2021-04-09,2021-08-29,win,Fulham,2.0,6.6,lose,Tottenham,-2.0,5.9,draw,Newcastle,0.0,6.0,lose,Liverpool,-1.0,lose,Man City,-1.0,draw,West Brom,0.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,142.0,Severe,6.166666666666667,,,1.3333333333333333,,,4,4,47.5,190.0,63.61603571427569,1,7.643979057591624,0.0,2.0,-0.6666666666666666,2,0.4,0.5,0.4193193717277487,0.4346596858638744,Olympique Marseille
Ross Barkley,Aston Villa,Central Midfielder,27,2020/21,78,Hamstring injury,2020-11-21,2021-01-19,win,Arsenal,3.0,7.7,lose,Southampton,-1.0,6.7,lose,Leeds,-3.0,6.5,lose,Brighton,-1.0,lose,West Ham,-1.0,win,Wolves,1.0,lose,Man City,-2,5.7,win,Newcastle,2,6.2,lose,Burnley,-1,6.8,59.0,Major,6.966666666666666,6.233333333333333,-0.7333333333333325,1.0,1.0,0.0,1,1,59.0,59.0,,0,6.083333333333333,-0.3333333333333333,3.055050463303893,-0.3333333333333333,4,0.4666666666666667,0.5,0.2224999999999999,0.3529166666666666,Chelsea FC
Emiliano Martínez,Aston Villa,Goalkeeper,29,2021/22,84,Knee problems,2022-05-20,2022-05-29,draw,Crystal Palace,0.0,6.6,lose,Liverpool,-1.0,6.3,draw,Burnley,0.0,6.8,lose,Man City,-1.0,N.A.,N.A.,,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,9.0,Moderate,6.566666666666666,,,0.6666666666666666,,,1,1,9.0,9.0,,0,36.5,-0.3333333333333333,0.5773502691896258,-1.0,2,0.6,0.2,1.135,0.7675000000000001,
Ezri Konsa,Aston Villa,Center Back,24,2021/22,79,Knee injury,2022-05-15,2022-07-10,lose,Liverpool,-1.0,6.0,win,Burnley,2.0,6.1,N.A.,N.A.,,,draw,Crystal Palace,0.0,draw,Burnley,0.0,lose,Man City,-2.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,56.0,Major,6.05,,,1.5,,,3,2,31.33333333333333,94.0,22.479620400116488,0,11.526315789473683,0.5,2.1213203435596424,-0.6666666666666666,5,0.2666666666666666,0.8,0.4657894736842106,0.499561403508772,
Lucas Digne,Aston Villa,Left Back,28,2021/22,84,Shoulder injury,2022-04-09,2022-04-25,lose,Wolves,-1.0,6.5,N.A.,N.A.,,,lose,West Ham,-1.0,6.2,N.A.,N.A.,,draw,Leicester,0.0,N.A.,N.A.,,win,Burnley,2,6.8,win,Norwich City,2,6.0,lose,Liverpool,-1,6.6,16.0,Moderate,6.35,6.466666666666666,0.1166666666666662,0.0,2.0,2.0,7,5,28.285714285714285,198.0,14.795430439996055,0,12.839195979899497,-1.0,0.0,0.0,3,0.5333333333333333,0.7,0.6651758793969849,0.6409212730318258,Everton FC
Lucas Digne,Aston Villa,Left Back,28,2021/22,84,Hamstring injury,2022-03-14,2022-03-21,N.A.,N.A.,,,win,Leeds,3.0,7.2,N.A.,N.A.,,,lose,Arsenal,-1.0,N.A.,N.A.,,N.A.,N.A.,,N.A.,N.A.,N.A.,,lose,Tottenham,-4,6.3,N.A.,N.A.,N.A.,,7.0,Minor,7.2,6.3,-0.9000000000000004,3.0,0.0,-3.0,7,5,28.285714285714285,198.0,14.795430439996055,0,12.839195979899497,3.0,,-1.0,2,0.5333333333333333,0.7,0.6651758793969849,0.6409212730318258,Everton FC
Leon Bailey,Aston Villa,Right Winger,24,2021/22,81,Thigh problems,2021-12-05,2022-02-10,lose,Man City,-1.0,5.8,win,Crystal Palace,1.0,6.1,win,Brighton,2.0,6.0,win,Leicester,1.0,lose,Liverpool,-1.0,win,Norwich City,2.0,lose,Newcastle,-1,5.4,lose,Watford,-1,5.0,N.A.,N.A.,N.A.,,67.0,Severe,5.966666666666666,5.2,-0.7666666666666657,2.0,0.0,-2.0,2,2,40.0,80.0,38.18376618407357,1,9.012345679012345,0.6666666666666666,1.5275252316519463,0.6666666666666666,5,0.2666666666666666,0.5,0.3803703703703703,0.3818518518518518,Bayer 04 Leverkusen
Marvelous Nakamba,Aston Villa,Defensive Midfielder,25,2021/22,75,Knee injury,2021-12-11,2022-03-31,lose,Leicester,-3.0,5.7,lose,Liverpool,-1.0,6.2,lose,Man City,-1.0,6.2,lose,Sheffield,-2.0,lose,Southampton,-2.0,win,Norwich City,1.0,N.A.,N.A.,N.A.,,lose,Chelsea,-1,5.7,N.A.,N.A.,N.A.,,110.0,Severe,6.033333333333334,5.7,-0.3333333333333339,0.0,0.0,0.0,1,1,110.0,110.0,,1,3.2882882882882885,-1.6666666666666667,1.1547005383792517,-1.0,3,0.3333333333333333,0.6,0.1686486486486486,0.3176576576576576,
Morgan Sanson,Aston Villa,Central Midfielder,27,2021/22,76,Knock,2022-04-10,2022-05-08,win,Fulham,2.0,6.6,lose,Tottenham,-2.0,5.9,draw,Newcastle,0.0,6.0,lose,Liverpool,-1.0,win,Norwich City,2.0,lose,Chelsea,-2.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,28.0,Major,6.166666666666667,,,1.3333333333333333,,,4,4,47.5,190.0,63.61603571427569,1,7.643979057591624,0.0,2.0,-0.3333333333333333,2,0.4666666666666667,0.5,0.4193193717277487,0.451326352530541,Olympique Marseille
Morgan Sanson,Aston Villa,Central Midfielder,27,2021/22,76,Ill,2021-10-30,2021-11-06,lose,Wolves,-1.0,6.2,N.A.,N.A.,,,N.A.,N.A.,,,lose,West Ham,-3.0,lose,Southampton,-1.0,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,7.0,Minor,6.2,,,0.0,,,4,4,47.5,190.0,63.61603571427569,1,7.643979057591624,-1.0,,-2.0,3,0.4666666666666667,0.5,0.4193193717277487,0.451326352530541,Olympique Marseille
Morgan Sanson,Aston Villa,Central Midfielder,27,2021/22,76,Coronavirus,2021-12-12,2021-12-25,lose,Liverpool,-1.0,6.0,N.A.,N.A.,,,N.A.,N.A.,,,win,Norwich City,2.0,N.A.,N.A.,,N.A.,N.A.,,lose,Brentford,-1,5.9,draw,Man United,0,6.0,N.A.,N.A.,N.A.,,13.0,Moderate,6.0,5.95,-0.0499999999999998,0.0,0.5,0.5,4,4,47.5,190.0,63.61603571427569,1,7.643979057591624,-1.0,,2.0,5,0.4666666666666667,0.5,0.4193193717277487,0.451326352530541,Olympique Marseille
Matty Cash,Aston Villa,Right Back,25,2022/23,79,Calf injury,2023-03-29,2023-05-03,win,Bournemouth,3.0,7.4,draw,West Ham,0.0,6.1,win,Crystal Palace,1.0,6.9,win,Chelsea,2.0,win,Leicester,1.0,win,Nottm Forest,2.0,N.A.,N.A.,N.A.,,draw,Liverpool,0,6.2,win,Tottenham,1,5.9,35.0,Major,6.8,6.050000000000001,-0.7499999999999991,2.333333333333333,2.0,-0.3333333333333335,6,4,23.0,115.0,12.78671185254442,0,18.879310344827587,1.3333333333333333,1.5275252316519463,1.6666666666666667,2,0.3333333333333333,0.7,0.8063793103448276,0.6615229885057471,
Matty Cash,Aston Villa,Right Back,25,2022/23,79,Tendon rupture,2022-09-03,2022-09-28,lose,Arsenal,-1.0,5.9,lose,West Ham,-1.0,6.5,lose,Crystal Palace,-2.0,5.6,draw,Man City,0.0,win,Southampton,1.0,N.A.,N.A.,,N.A.,N.A.,N.A.,,draw,Nottm Forest,0,6.7,lose,Chelsea,-2,6.2,25.0,Major,6.0,6.45,0.4500000000000002,0.0,0.5,0.5,6,4,23.0,115.0,12.78671185254442,0,18.879310344827587,-1.3333333333333333,0.5773502691896257,0.5,4,0.3333333333333333,0.7,0.8063793103448276,0.6615229885057471,
Diego Carlos,Aston Villa,Center Back,30,2022/23,82,Achilles tendon rupture,2022-08-11,2023-03-12,lose,Bournemouth,-2.0,5.6,N.A.,N.A.,,,N.A.,N.A.,,,win,Everton,1.0,lose,Crystal Palace,-3.0,lose,West Ham,-1.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,213.0,Severe,5.6,,,0.0,,,2,2,116.5,233.0,136.47160876900367,1,3.11965811965812,-2.0,,-1.0,2,0.6666666666666666,0.8,0.2035897435897436,0.4684615384615385,FC Nantes
John McGinn,Aston Villa,Central Midfielder,28,2022/23,78,Hamstring strain,2023-01-01,2023-02-04,N.A.,N.A.,,,win,Brighton,1.0,6.1,win,Man United,2.0,6.0,win,Tottenham,2.0,draw,Wolves,0.0,win,Leeds,1.0,lose,Man City,-2,5.9,lose,Arsenal,-2,6.1,win,Everton,2,7.3,34.0,Major,6.05,6.433333333333334,0.3833333333333337,3.0,1.0,-2.0,1,1,34.0,34.0,,0,10.428571428571429,1.5,0.7071067811865476,1.0,2,0.5333333333333333,0.5,0.3528571428571428,0.4347619047619047,
Lucas Digne,Aston Villa,Left Back,29,2022/23,82,Shoulder injury,2023-01-14,2023-02-03,draw,Wolves,0.0,6.2,win,Tottenham,2.0,6.3,lose,Liverpool,-2.0,6.5,win,Southampton,1.0,win,Leicester,2.0,N.A.,N.A.,,lose,Man City,-2,5.1,N.A.,N.A.,N.A.,,lose,Everton,-2,6.6,20.0,Moderate,6.333333333333333,5.85,-0.4833333333333334,1.3333333333333333,0.0,-1.3333333333333333,7,5,28.285714285714285,198.0,14.795430439996055,0,12.839195979899497,0.0,2.0,1.5,3,0.6,0.7,0.6651758793969849,0.6575879396984924,Everton FC
Lucas Digne,Aston Villa,Left Back,29,2022/23,82,Ankle injury,2022-09-17,2022-10-27,win,Southampton,1.0,6.6,draw,Man City,0.0,6.2,lose,Arsenal,-1.0,5.9,win,Southampton,1.0,draw,Leeds,0.0,draw,Nottm Forest,0.0,lose,Newcastle,-4,5.9,win,Man United,2,6.8,win,Brighton,1,6.1,40.0,Major,6.233333333333334,6.266666666666666,0.0333333333333314,1.3333333333333333,2.0,0.6666666666666667,7,5,28.285714285714285,198.0,14.795430439996055,0,12.839195979899497,0.0,1.0,0.3333333333333333,2,0.6,0.7,0.6651758793969849,0.6575879396984924,Everton FC
Álex Moreno,Aston Villa,Left Back,31,2022/23,80,Hamstring injury,2023-05-20,2023-09-15,N.A.,N.A.,,,win,Wolves,1.0,6.2,lose,Man United,-1.0,6.0,draw,Liverpool,0.0,win,Brighton,1.0,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,118.0,Severe,6.1,,,1.5,,,2,2,82.0,164.0,50.91168824543142,1,4.424242424242424,0.0,1.4142135623730951,0.5,2,0.7333333333333333,0.7,0.2427272727272727,0.4796969696969696,
acob Ramsey,Aston Villa,Attacking Midfielder,22,2022/23,76,Hamstring injury,2022-11-23,2023-01-08,win,Brighton,1.0,5.4,win,Man United,2.0,7.4,lose,Newcastle,-4.0,5.7,lose,Liverpool,-2.0,win,Tottenham,2.0,draw,Wolves,0.0,win,Leeds,1,5.5,win,Southampton,1,7.4,lose,Leicester,-2,5.8,46.0,Major,6.166666666666667,6.233333333333333,0.0666666666666664,2.0,2.0,0.0,1,1,46.0,46.0,,0,7.76595744680851,-0.3333333333333333,3.214550253664318,0.0,3,0.1333333333333333,0.4,0.2729787234042553,0.2698226950354609,
Boubacar Kamara,Aston Villa,Defensive Midfielder,23,2022/23,80,Ankle injury,2023-03-12,2023-03-18,win,Crystal Palace,1.0,6.6,win,Everton,2.0,6.9,lose,Arsenal,-2.0,7.0,draw,West Ham,0.0,win,Bournemouth,3.0,win,Chelsea,2.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,6.0,Minor,6.833333333333333,,,2.0,,,3,2,26.0,52.0,28.284271247461906,0,20.660377358490567,0.3333333333333333,2.081665999466133,1.6666666666666667,2,0.2,0.6,0.739811320754717,0.5699056603773585,Olympique Marseille
Boubacar Kamara,Aston Villa,Defensive Midfielder,23,2022/23,80,Knee injury,2022-09-15,2022-10-31,draw,Man City,0.0,6.3,lose,Arsenal,1.0,6.0,lose,West Ham,-1.0,6.9,win,Southampton,1.0,draw,Leeds,0.0,draw,Nottm Forest,0.0,N.A.,N.A.,N.A.,,win,Brighton,1,6.2,lose,Liverpool,-2,6.1,46.0,Major,6.400000000000001,6.15,-0.2500000000000009,0.3333333333333333,1.5,1.1666666666666667,3,2,26.0,52.0,28.284271247461906,0,20.660377358490567,0.0,1.0,0.3333333333333333,5,0.2,0.6,0.739811320754717,0.5699056603773585,Olympique Marseille
Matty Cash,Aston Villa,Defensive Midfielder,26,2023/24,79,Calf injury,2024-05-12,2024-06-12,lose,Brighton,-1.0,6.2,draw,Chelsea,0.0,6.7,win,Bournemouth,2.0,5.5,draw,Liverpool,0.0,lose,Crystal Palace,-5.0,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,31.0,Major,6.133333333333333,,,1.3333333333333333,,,6,4,23.0,115.0,12.78671185254442,0,18.879310344827587,0.3333333333333333,1.5275252316519468,-2.5,3,0.4,0.6,0.8063793103448276,0.6531896551724138,
